Title,Date-Scraped,URL,Company,Min-Qualifications,Pref-Qualifications,Description
"
      Senior Staff Software Engineer, Machine Learning, YouTube
    ",2023-01-08 12:57:22.004426 MDT,https://careers.google.com/jobs/results/101510289536492230-senior-staff-software-engineer-machine-learning-youtube/?distance=50&q=Machine%20Learning,Google,"
Bachelor's degree or equivalent practical experience.

8 years of experience in software development, and with data structures/algorithms.

 5 years of experience with design and architecture and testing/launching software products.
7 years of experience with machine learning algorithms and tools (e.g., TensorFlow), artificial intelligence, deep learning and/or natural language processing.

","
Master’s degree or PhD in Engineering, Computer Science, or a related technical field.
5 years of experience in a technical leadership role leading project teams and setting technical direction.
3 years of experience working in a complex, matrixed organization involving cross-functional, and/or cross-business projects.
","Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.With your technical expertise you will manage project priorities, deadlines, and deliverables. You will design, develop, test, deploy, maintain, and enhance software solutions.
At YouTube, we believe that everyone deserves to have a voice, and that the world is a better place when we listen, share, and build community through our stories. We work together to give everyone the power to share their story, explore what they love, and connect with one another in the process. Working at the intersection of cutting-edge technology and boundless creativity, we move at the speed of culture with a shared goal to show people the world. We explore new ideas, solve real problems, and have fun — and we do it all together.
The US base salary range for this full-time position is $218,000-$326,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.
Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits."
"
      Staff Software Engineer, Machine Learning, Search
    ",2023-01-08 12:57:25.637444 MDT,https://careers.google.com/jobs/results/121692880549880518-staff-software-engineer-machine-learning-search/?distance=50&q=Machine%20Learning,Google,"
Bachelor's degree or equivalent practical experience.
10 years of experience in software development, and with data structures/algorithms.
3 years of experience in a technical leadership role overseeing strategic projects.
2 years of experience in people management, supervision/team leadership roles.
","
 Master’s degree or PhD in Engineering, Computer Science, a technical related field, or equivalent practical experience.
5 years of experience with machine learning algorithms and tools (e.g., TensorFlow), artificial intelligence, deep learning, and/or natural language processing.
3 years of experience working in a complex, matrixed organization involving cross-functional, and/or cross-business projects.
","Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.
In Google Search, we're reimagining what it means to search for information – any way and anywhere. To do that, we need to solve complex engineering challenges and expand our infrastructure, while maintaining a universally accessible and useful experience that people around the world rely on. In joining the Search team, you'll have an opportunity to make an impact on billions of people globally."
"
      Software Engineer III, Machine Learning, AR
    ",2023-01-08 12:57:29.311679 MDT,https://careers.google.com/jobs/results/109219532158968518-software-engineer-iii-machine-learning-ar/?distance=50&q=Machine%20Learning,Google,"
Bachelor’s degree or equivalent practical experience.


2 years of experience with software development in one or more programming languages, or 1 year of experience with an advanced degree.
2 years of experience with data structures or algorithms in either an academic or industry setting.

","
Master's degree or PhD in Computer Science or related technical field.


2 years of experience with machine learning algorithms and tools (e.g., TensorFlow), artificial intelligence, deep learning and/or natural language processing.

Experience developing accessible technologies.

","Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.
With your technical expertise you will manage project priorities, deadlines, and deliverables. You will design, develop, test, deploy, maintain, and enhance software solutions.
The Google Augmented Reality team is a diverse group of experts tasked with building the foundations for great immersive computing and building helpful, delightful user experiences. We're focused on making immersive computing accessible to billions of people through mobile devices, and our scope continues to grow and evolve.
The US base salary range for this full-time position is $126,000-$190,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.
Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits."
"
      Senior Staff Software Engineer, Machine Learning, Core
    ",2023-01-08 12:57:32.966873 MDT,https://careers.google.com/jobs/results/109980699886265030-senior-staff-software-engineer-machine-learning-core/?distance=50&page=2&q=Machine%20Learning,Google,"
Bachelor's degree or equivalent practical experience.

8 years of experience in software development, and with data structures/algorithms.

5 years of experience with design and architecture; and testing/launching software products.

7 years of experience with machine learning algorithms and tools (e.g., TensorFlow), artificial intelligence, deep learning and/or natural language processing.

","
Master’s degree or PhD in Engineering, Computer Science, or a related technical field.
5 years of experience in a technical leadership role leading project teams and setting technical direction.
3 years of experience working in a complex, matrixed organization involving cross-functional, and/or cross-business projects.
","Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.With your technical expertise you will manage project priorities, deadlines, and deliverables. You will design, develop, test, deploy, maintain, and enhance software solutions.
The Core team builds the technical foundation behind Google’s flagship products. We are owners and advocates for the underlying design elements, developer platforms, product components, and infrastructure at Google. These are the essential building blocks for excellent, safe, and coherent experiences for our users and drive the pace of innovation for every developer. We look across Google’s products to build central solutions, break down technical barriers and strengthen existing systems. As the Core team, we have a mandate and a unique opportunity to impact important technical decisions across the company.
The US base salary range for this full-time position is $218,000-$326,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.
Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits."
"
      Staff Software Engineer, Machine Learning, Google Cloud Platforms
    ",2023-01-08 12:57:36.488922 MDT,https://careers.google.com/jobs/results/124442695645962950-staff-software-engineer-machine-learning-google-cloud-platforms/?distance=50&page=2&q=Machine%20Learning,Google,"
Bachelor's degree or equivalent practical experience. 
8 years of experience in software development, and with data structures/algorithms.
5 years of experience testing, and launching software products, and 3 years of experience with software design and architecture.  
5 years of experience with machine learning algorithms and tools (e.g., TensorFlow), artificial intelligence, deep learning, and/or natural language processing.
","
Master’s degree or PhD in Engineering, Computer Science, or a related technical field. 
3 years of experience in a technical leadership role leading project teams and setting technical direction. 
3 years of experience working in a complex, matrixed organization involving cross-functional, and/or cross-business projects.
","Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.
With your technical expertise you will manage project priorities, deadlines, and deliverables. You will design, develop, test, deploy, maintain, and enhance software solutions.
Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.Additional Information:The US base salary range for this full-time position is $174,000-$276,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits."
"
      Staff Software Engineer, Machine Learning, Google Cloud
    ",2023-01-08 12:57:40.115435 MDT,https://careers.google.com/jobs/results/83234373689582278-staff-software-engineer-machine-learning-google-cloud/?distance=50&page=2&q=Machine%20Learning,Google,"
Bachelor's degree or equivalent practical experience. 
8 years of experience in software development, and with data structures/algorithms.
5 years of experience testing, and launching software products, and 3 years of experience with software design and architecture.  
5 years of experience with machine learning algorithms and tools (e.g., TensorFlow), artificial intelligence, deep learning, and/or natural language processing.
","
Master’s degree or PhD in Engineering, Computer Science, or a related technical field. 
3 years of experience in a technical leadership role leading project teams and setting technical direction. 
3 years of experience working in a complex, matrixed organization involving cross-functional, and/or cross-business projects.
","Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.
With your technical expertise you will manage project priorities, deadlines, and deliverables. You will design, develop, test, deploy, maintain, and enhance software solutions.
Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.The US base salary range for this full-time position is $174,000-$276,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits."
"
      Senior Staff Software Engineer, Machine Learning, Google Research
    ",2023-01-08 12:57:43.889434 MDT,https://careers.google.com/jobs/results/73904301610541766-senior-staff-software-engineer-machine-learning-google-research/?distance=50&page=2&q=Machine%20Learning,Google,"
Bachelor's degree or equivalent practical experience.

8 years of experience in software development, and with data structures/algorithms.

5 years of experience with design and architecture; and testing/launching software products.

7 years of experience with machine learning algorithms and tools (e.g., TensorFlow), artificial intelligence, deep learning and/or natural language processing.

","
Master’s degree or PhD in Engineering, Computer Science, or a related technical field.
5 years of experience in a technical leadership role leading project teams and setting technical direction.
3 years of experience working in a complex, matrixed organization involving cross-functional, and/or cross-business projects.
","Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.With your technical expertise you will manage project priorities, deadlines, and deliverables. You will design, develop, test, deploy, maintain, and enhance software solutions.
Google Research addresses challenges that define the technology of today and tomorrow. From conducting fundamental research to influencing product development, our research teams have the opportunity to impact technology used by billions of people every day. Our teams aspire to make discoveries that impact everyone, and core to our approach is sharing our research and tools to fuel progress in the field -- we publish regularly in academic journals, release projects as open source, and apply research to Google products.Additional information:The US base salary range for this full-time position is $218,000-$326,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits."
"
      Lead Group Product Manager, Google Cloud
    ",2023-01-08 12:57:47.863221 MDT,https://careers.google.com/jobs/results/91389190647751366-lead-group-product-manager-google-cloud/?distance=50&page=2&q=Machine%20Learning,Google,"
Bachelor's degree or equivalent practical experience.
12 years of product management experience within cloud, SaaS, enterprise, internal tools, or supply chain networks.
5 years of experience building and shipping technical products.
Experience creating product roadmap(s) from conception to launch, driving the product vision, defining the GTM strategy, and leading design discussions.
","
Master’s degree or PhD in a technology or business related field.
5 years of experience in people management and technical leadership.
Experience managing day-to-day technical and design direction for large scale systems.
Experience in one or more of the following: cloud infrastructure, SaaS, big data, security and privacy, development and operations, or artificial intelligence/machine learning.
Knowledge of multiple functional areas such as Product Management, Engineering, UX/UI, Sales, Customer Support, Finance or Marketing.
Ability to influence multiple stakeholders, achieve strategic goals and evolve product strategy based on research, data, and industry trends.
","At Google, we put our users first. The world is always changing, so we need Product Managers who are continuously adapting and excited to work on products that affect millions of people every day. In this role, you will work cross-functionally to guide products from conception to launch by connecting the technical and business worlds. You can break down complex problems into steps that drive product development.One of the many reasons Google consistently brings innovative, world-changing products to market is because of the collaborative work we do in Product Management. Our team works closely with creative engineers, designers, marketers, etc. to help design and develop technologies that improve access to the world's information.  We're responsible for guiding products throughout the execution cycle, focusing specifically on analyzing, positioning, packaging, promoting, and tailoring our solutions to our users.
Google Cloud helps employees and organizations empower their employees, serve their customers, and build what’s next for their business. As a Google Cloud Group Product Manager, you will drive product strategy and partner closely with cross-functional teams to define and deliver on the next phase of cloud services. Additionally, you will develop product solutions, Mergers and Acquisitions, go-to-market, and business relationships to execute on the market potential and benefits possible from applying Google’s technologies in the enterprise market.By applying to this role, you'll be considered for all teams working on Enterprise, including Google Cloud Platform, Google Workspace, Unified Fulfillment Optimization, Google Cloud Systems, Google Cloud Security, Business Application Platform, Google Cloud AI/ML, Developer Product Group, and Internal Tools.Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.
The US base salary range for this full-time position is $194,000-$292,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.
Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits."
"
      Software Engineering Manager II, Machine Learning, Labs
    ",2023-01-08 12:57:51.471870 MDT,https://careers.google.com/jobs/results/125366092676637382-software-engineering-manager-ii-machine-learning-labs/?distance=50&page=2&q=Machine%20Learning,Google,"
Bachelor's degree or equivalent practical experience.

5 years of experience with software development in one or more programming languages (e.g., Python, C, C++, Java, Javascript). 
3 years of experience in a technical leadership role; overseeing strategic projects, with 2 years of experience in a people management, supervision/team leadership role.
3 years of experience with machine learning algorithms and tools (e.g., TensorFlow), or applied ML (e.g., deep learning, natural language processing).
","
Master’s degree or PhD in Engineering, Computer Science, or a related technical field.

3 years of experience working in a complex, matrixed organization.
","Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.With your extensive technical expertise you take initiative to independently design and implement new systems, designing, implementing, and testing multiple features with little or no direction from tech lead or manager. You collaborate with key stakeholders to determine future direction of work.
Labs is a group focused on incubating early-stage efforts in support of Google’s mission to organize the world’s information and make it universally accessible and useful. Our team exists to help discover and create new ways to advance our core products through exploration and the application of new technologies. We work to build new solutions that have the potential to transform how users interact with Google. Our goal is to drive innovation by developing new Google products and capabilities that deliver significant impact over longer timeframes.
The US base salary range for this full-time position is $174,000-$276,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.
Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits."
"
      Software Engineer III, Motion Tracking, Augmented Reality
    ",2023-01-08 12:57:55.140486 MDT,https://careers.google.com/jobs/results/110676034287739590-software-engineer-iii-motion-tracking-augmented-reality/?distance=50&page=2&q=Machine%20Learning,Google,"
Bachelor's degree or equivalent practical experience.
2 years of experience with data structures or algorithms in either an academic or industry setting.
2 years of experience with software development in one or more programming languages, or 1 year of experience with an advanced degree.
1 year of experience in computer vision and Image processing.
","
PhD or equivalent experience in Image processing, computer vision, feature extraction and matching, (re-)localization, place recognition, loop-closure, machine learning, deep learning, simultaneous localization and mapping (SLAM), sensor calibration, visual-inertial sensor fusion, or semantic perception.
Experience driving end-to-end development of computer vision systems from initial research to production-quality code landed in demos/products.

Experience developing high-performance computer vision systems for real-time applications on mobile platforms.

Experience with publications in computer vision or robotics
","
In this role, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. You will be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.The Google Augmented Reality Team’s mission is to give people superhuman abilities by making information instantly and intuitively accessible. The motion tracking team is responsible for the foundational world-sensing technology that enables devices to track their surroundings using on-board sensors in real-time for the AR ecosystem and Alphabet-wide applications. You will work in the research-to-product space, going 0-to-1 on foundational visual-inertial fusion for odometry, localization, mapping, along with calibration, image processing for tracking, and novel applications of machine learning at the intersection of analytical and data-driven modeling.The Google Augmented Reality team is a diverse group of experts tasked with building the foundations for great immersive computing and building helpful, delightful user experiences. We're focused on making immersive computing accessible to billions of people through mobile devices, and our scope continues to grow and evolve.The US base salary range for this full-time position is $126,000-$190,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits."
"
      Group Product Manager, Machine Learning Infrastructure, General Solutions
    ",2023-01-08 12:57:58.979602 MDT,https://careers.google.com/jobs/results/81320707893404358-group-product-manager-machine-learning-infrastructure-general-solutions/?distance=50&page=2&q=Machine%20Learning,Google,"
Bachelor’s degree in Computer Science or equivalent practical experience.
10 years of experience in product management, consulting, co-founder or related technical role.
5 years of experience building and shipping technical products.
5 years of experience in people management, with technical leadership.
","
Advanced degree in a technology or business related field.
7 years of experience working cross-functionally with engineering, UX/UI, sales finance, and other stakeholders.
7 years of experience in a business function or role (e.g., strategic marketing, business operations, consulting).
5 years of experience in a role preparing and delivering technical presentations to executive leadership.
5 years of experience in software development or engineering.
","At Google, we put our users first. The world is always changing, so we need Product Managers who are continuously adapting and excited to work on products that affect millions of people every day. In this role, you will work cross-functionally to guide products from conception to launch by connecting the technical and business worlds. You can break down complex problems into steps that drive product development.One of the many reasons Google consistently brings innovative, world-changing products to market is because of the collaborative work we do in Product Management. Our team works closely with creative engineers, designers, marketers, etc. to help design and develop technologies that improve access to the world's information.  We're responsible for guiding products throughout the execution cycle, focusing specifically on analyzing, positioning, packaging, promoting, and tailoring our solutions to our users.
The Core team builds the technical foundation behind Google’s flagship products. We are owners and advocates for the underlying design elements, developer platforms, product components, and infrastructure at Google. These are the essential building blocks for excellent, safe, and coherent experiences for our users and drive the pace of innovation for every developer. We look across Google’s products to build central solutions, break down technical barriers and strengthen existing systems. As the Core team, we have a mandate and a unique opportunity to impact important technical decisions across the company.The US base salary range for this full-time position is $194,000-$292,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training.Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about benefits at Google."
"
      Senior Software Engineering Manager
    ",2023-01-08 12:58:02.666278 MDT,https://careers.google.com/jobs/results/138162578460156614-senior-software-engineering-manager/?distance=50&page=2&q=Machine%20Learning,Google,"
Bachelor's degree in Computer Science or related field, or equivalent practical experience.
3 years of direct technical leadership and people management experience.
Programming experience in one of the following: Java, C++, or Python.
Experience developing automated internal frameworks, increasing developer and release velocity, improving code health, and building developer tools.
","
Master's degree or PhD in Computer Science or related degree.
10 years of relevant industry experience, with 5 years of direct technical leadership and people management experience.
Relevant industry experience involving search optimization, ranking, and applied ML (Machine Learning) experience.
Experience designing and implementing large-scale distributed systems.
","Like Google's own ambitions, the work of a Software Engineer (SWE) goes way beyond just Search. SWE Managers have not only the technical expertise to take on and provide technical leadership to major projects, but also manage a team of engineers. You not only optimize your own code but make sure engineers are able to optimize theirs. As a SWE Manager you manage your project goals, contribute to product strategy and help develop your team. SWE teams work all across the company, in areas such as information retrieval, artificial intelligence, natural language processing, distributed computing, large-scale system design, networking, security, data compression, user interface design; the list goes on and is growing every day. Operating with scale and speed, our exceptional software engineers are just getting started -- and as a manager, you guide the way.With technical and leadership expertise, you manage engineers across multiple teams and locations, a large product budget and oversee the deployment of large-scale projects across multiple sites internationally.Google is and always will be an engineering company. We hire people with a broad set of technical skills who are ready to take on some of technology's greatest challenges and make an impact on millions, if not billions, of users. At Google, engineers not only revolutionize search, they routinely work on massive scalability and storage solutions, large-scale applications and entirely new platforms for developers around the world. From Google Ads to Chrome, Android to YouTube, Social to Local, Google engineers are changing the world one technological achievement after another."
"
      Software Engineering Intern, Summer 2023
    ",2023-01-08 12:58:06.338689 MDT,https://careers.google.com/jobs/results/102959536962183878-software-engineering-intern-summer-2023/?distance=50&page=2&q=Machine%20Learning,Google,"
Currently pursuing a Bachelor's, Master's, or PhD in Computer Science or a related technical field.
Experience with Data Structures or Algorithms.
","
Currently enrolled in a full-time degree program, and returning to the program after the completion of the internship.
Experience with Unix/Linux, Machine Learning, Tensorflow, or embedded systems.
Experience programming in one of the following language: C, C++, Java, Python, etc.
","Software Engineering Interns at Google are researchers and developers who create and implement complex computer science solutions. Our engineers develop scalable, distributed software systems and also collaborate on multitudes of smaller projects that have universal appeal, this requires research, awareness, interactivity, and the ability to ask the right questions.You'll develop effective competencies in data structures and algorithms, along with a technical fascination for how stuff fits together. We focus on being a collaborative, global organization consisting of engineers with the technical depth, programming skills, and attention to detail. In this role, you will work on our core products and services as well as those which support critical functions of our engineering operations.Google is and always will be an engineering company. We hire people with a broad set of technical skills who are ready to address some of technology's greatest challenges and make an impact on millions, if not billions, of users. At Google, engineers not only revolutionize search, they routinely work on massive scalability and storage solutions, large-scale applications and entirely new platforms for developers around the world. From Google Ads to Chrome, Android to YouTube, Social to Local, Google engineers are changing the world one technological achievement after another."
"
      Senior Software Engineer, Machine Learning, Core
    ",2023-01-08 12:58:10.016718 MDT,https://careers.google.com/jobs/results/121527331974980294-senior-software-engineer-machine-learning-core/?distance=50&page=2&q=Machine%20Learning,Google,"
Bachelor’s degree or equivalent practical experience.

5 years of experience with software development in one or more programming languages, and with data structures/algorithms.

3 years of experience testing, maintaining and/or launching software products, and 1 year of experience with software design and architecture.

3 years of experience with ML/AI algorithms and tools, deep learning and/or natural language processing.
","
Master's degree or PhD in Computer Science or related technical field.



1 year of experience in a technical leadership role.
Experience developing accessible technologies.
","Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.
With your technical expertise you will manage project priorities, deadlines, and deliverables. You will design, develop, test, deploy, maintain, and enhance software solutions.

The Core team builds the technical foundation behind Google’s flagship products. We are owners and advocates for the underlying design elements, developer platforms, product components, and infrastructure at Google. These are the essential building blocks for excellent, safe, and coherent experiences for our users and drive the pace of innovation for every developer. We look across Google’s products to build central solutions, break down technical barriers and strengthen existing systems. As the Core team, we have a mandate and a unique opportunity to impact important technical decisions across the company.The US base salary range for this full-time position is $148,000-$230,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits."
